uniqueID,StudyID_IDALL,Title,Country,Continent,WB.Nat.Inc.Group,WB.Group2,Intensification.actors,Actors.categories,Lead,Farmer.led,joint.outcome,overall.outcome,Latitude_Decimal_Degrees_N,Longitude _Decimal_Degrees_E,Title,Case.countries,Continent,Row_ID,Paper_ID,ID_FullText,Latitude,Longitude,Combined.ecological.social.outcome,hfp_2000,hfp_2018,hfp_av,studyID,HDI2022,HDIav,HDI1990,BackdateSDGIndex2000,SDGav,SDG2023,Country,random.effect,random.effect2,Pop1990,IneqInc2010,poverty_year,poverty_gap,poverty_severity,WB.year1,WB2017.pov.headcount.1990,WB2017.povgap.1990,WB2017.povseverity.1990,WB2017.decile20.1990,WB.year2,WB2017.pov.headcount.2000,WB2017.povgap.2000,WB2017.povseverity.2000,WB2017.decile20.2000,Equal.p0p100,Equal.p0p50,Equal.p90p100,Equal.p99p100,Equal.pall
360,666,Maize-bean intercrop weed suppression and profitability in Southern Ethiopia,Ethiopia,Africa,LIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,7.083333,38.5,Maize-bean intercrop weed suppression and profitability in Southern Ethiopia,Ethiopia,Africa,316,666,268,7.083333,38.5,Mix-Win,25.53924561,36.0051384,30.77219201,666,0.492,0.406652174,0.286,43.7,48.9,55.2,Ethiopia,NthandW.Africa,Africa.SubSah,47.8780735,34.36691,1981,0.255120473,0.117820411,1995,0.969276417,0.708518063,0.544513349,0.037519175,1999,0.980328192,0.67509391,0.48714399,0.05264707,0.26730001,0.1137,0.5829,0.2969,1645.3963
261,496,Legumes for improving maize yields and income in semi-arid Kenya,Kenya,Africa,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,-1.55,37.233333,Legumes for improving maize yields and income in semi-arid Kenya,Kenya,Africa,223,496,197,-1.55,37.233333,Mix-Win,15.61852169,25.96556091,20.7920413,496,0.601,0.530818182,0.48,51.2,56.5,62.2,Kenya,SubSah.Africa,Africa.SubSah,23.1622695,51.66112,1992,0.094083662,0.046138094,1992,0.75412,0.416089095,0.273785234,0.021733205,1997,0.825667804,0.44467879,0.281039116,0.032905244,0.27599999,0.1236,0.5114,0.1897,7553.7424
262,496,Legumes for improving maize yields and income in semi-arid Kenya,Kenya,Africa,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,-1.55,37.233333,Legumes for improving maize yields and income in semi-arid Kenya,Kenya,Africa,224,496,197,-1.55,37.233333,Mix-Win,15.61852169,25.96556091,20.7920413,496,0.601,0.530818182,0.48,51.2,56.5,62.2,Kenya,SubSah.Africa,Africa.SubSah,23.1622695,51.66112,1992,0.094083662,0.046138094,1992,0.75412,0.416089095,0.273785234,0.021733205,1997,0.825667804,0.44467879,0.281039116,0.032905244,0.27599999,0.1236,0.5114,0.1897,7553.7424
270,506,Increasing plant diversity promotes ecosystem functions in rainfed rice based short rotations in Malagasy highlands,Madagascar,Africa,LIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,-19.55525,46.414953,Increasing plant diversity promotes ecosystem functions in rainfed rice based short rotations in Malagasy highlands,Madagascar,Africa,233,506,203,-19.55525,46.414953,Mix-Win,12.32124519,12.80533028,12.56328774,506,0.487,0.477875,0.431,43.9,48.5,51.2,Madagascar,Sth.Africa,Africa.Moz.Mad.Mali,11.882762,43.49785,1993,0.330605192,0.187799351,1993,0.975203852,0.733775933,0.579429071,0.034489943,1999,0.978004975,0.712126588,0.550211943,0.038128317,0.3057,0.1119,0.5621,0.2604,3397.5031
272,506,Increasing plant diversity promotes ecosystem functions in rainfed rice based short rotations in Malagasy highlands,Madagascar,Africa,LIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,-19.55525,46.414953,Increasing plant diversity promotes ecosystem functions in rainfed rice based short rotations in Malagasy highlands,Madagascar,Africa,235,506,203,-19.55525,46.414953,Mix-Win,12.32124519,12.80533028,12.56328774,506,0.487,0.477875,0.431,43.9,48.5,51.2,Madagascar,Sth.Africa,Africa.Moz.Mad.Mali,11.882762,43.49785,1993,0.330605192,0.187799351,1993,0.975203852,0.733775933,0.579429071,0.034489943,1999,0.978004975,0.712126588,0.550211943,0.038128317,0.3057,0.1119,0.5621,0.2604,3397.5031
55,102,Grain legumes increase yield stability in maize based cropping systems,Malawi,Africa,LIC,Low,Farmer-led + support by national NGO & researchers,Farmer-led + researcher/extension,Farmer-led,1,Mix-Win,positive,"-14.260000, 34.100000/-14.650000, 34.680000/-14.320000, 34.660000","-14.260000, 34.100000/-14.650000, 34.680000/-14.320000, 34.660001",Grain legumes increase yield stability in maize based cropping systems,Malawi,Africa,44,102,46,-14.26,34.1,Mix-Win,19.178442,19.86109161,19.51976681,102,0.508,0.423151515,0.299,49.4,52.2,56.8,Malawi,Sth.Africa,Africa.Moz.Mad.Mali,9.539665,46.73055,1997,0.214204289,0.101524213,1997,0.939166829,0.650405226,0.48125563,0.023017452,2004,0.972972871,0.709635912,0.545214241,0.040444737,0.097400002,0.0522,0.8023,0.6399,1357.8814
56,102,Grain legumes increase yield stability in maize based cropping systems,Malawi,Africa,LIC,Low,Farmer-led + support by national NGO & researchers,Farmer-led + researcher/extension,Farmer-led,1,Mix-Win,positive,"-14.260000, 34.100000/-14.650000, 34.680000/-14.320000, 34.660001","-14.260000, 34.100000/-14.650000, 34.680000/-14.320000, 34.660002",Grain legumes increase yield stability in maize based cropping systems,Malawi,Africa,45,102,46,-14.26,34.1,Mix-Win,19.178442,19.86109161,19.51976681,102,0.508,0.423151515,0.299,49.4,52.2,56.8,Malawi,Sth.Africa,Africa.Moz.Mad.Mali,9.539665,46.73055,1997,0.214204289,0.101524213,1997,0.939166829,0.650405226,0.48125563,0.023017452,2004,0.972972871,0.709635912,0.545214241,0.040444737,0.097400002,0.0522,0.8023,0.6399,1357.8814
323,583,Biodiversity can support a greener revolution in Africa,Malawi,Africa,LIC,High,Farmer-led + National policy (Malawi Government Maize Productivity Task Force (MPTF)),Farmer-led + policy,Farmer-led,1,Mix-Win,positive,-15.306301,35.429677,Biodiversity can support a greener revolution in Africa,Malawi,Africa,289,583,240,-15.306301,35.429677,Mix-Win,19.6941185,20.11094284,19.90253067,583,0.508,0.423151515,0.299,49.4,52.2,56.8,Malawi,Sth.Africa,Africa.Moz.Mad.Mali,9.539665,46.73055,1997,0.214204289,0.101524213,1997,0.939166829,0.650405226,0.48125563,0.023017452,2004,0.972972871,0.709635912,0.545214241,0.040444737,0.097400002,0.0522,0.8023,0.6399,1357.8814
325,583,Biodiversity can support a greener revolution in Africa,Malawi,Africa,LIC,High,Farmer-led + National policy (Malawi Government Maize Productivity Task Force (MPTF)),Farmer-led + policy,Farmer-led,1,Mix-Win,positive,-11.359399,33.884173,Biodiversity can support a greener revolution in Africa,Malawi,Africa,291,583,240,-11.359399,33.884173,Mix-Win,25.58891869,31.572155,28.58053685,583,0.508,0.423151515,0.299,49.4,52.2,56.8,Malawi,Sth.Africa,Africa.Moz.Mad.Mali,9.539665,46.73055,1997,0.214204289,0.101524213,1997,0.939166829,0.650405226,0.48125563,0.023017452,2004,0.972972871,0.709635912,0.545214241,0.040444737,0.097400002,0.0522,0.8023,0.6399,1357.8814
345,616,Benefits and challenges of crop rotations in maize-based conservation agriculture (CA) cropping systems of southern Africa,Malawi,Africa,LIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,-13.973,33.654,Benefits and challenges of crop rotations in maize-based conservation agriculture (CA) cropping systems of southern Africa,Malawi,Africa,302,616,253,-13.973,33.654,Mix-Win,21.57133102,26.59571838,24.0835247,616,0.508,0.423151515,0.299,49.4,52.2,56.8,Malawi,Sth.Africa,Africa.Moz.Mad.Mali,9.539665,46.73055,1997,0.214204289,0.101524213,1997,0.939166829,0.650405226,0.48125563,0.023017452,2004,0.972972871,0.709635912,0.545214241,0.040444737,0.097400002,0.0522,0.8023,0.6399,1357.8814
240,441,"Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility",Nigeria,Africa,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Mix-Win,positive,6.316619592,5.577270124,"Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility",Nigeria,Africa,203,441,176,6.316619592,5.577270124,Mix-Win,44.00005722,37.00005722,40.50005722,441,0.548,0.5034,0.449,46.1,51.5,54.6,Nigeria,NthandW.Africa,Africa.NW,95.2142565,19.0779,1985,0.183864032,0.091797194,1992,0.926869609,0.618792574,0.463470008,0.026613855,2003,0.942109899,0.609931238,0.437438371,0.035585967,0.2983,0.1154,0.4679,0.1126,6085.0259
173,384,Improved nutrition and resilience will make conservation agriculture more attractive for Zambian smallholder farmers,Zambia,Africa,LIC,Low,Farmer-led with an agricultural extension service officer and researcher oversight,Farmer-led + researcher/extension,Farmer-led,1,Mix-Win,positive,15.826447,74.786961,Improved nutrition and resilience will make conservation agriculture more attractive for Zambian smallholder farmers,Zambia,Africa,147,384,142,15.826447,74.786961,Mix-Win,22.61461067,24.19113922,23.40287495,384,0.569,0.485666667,0.417,47.6,50.3,54.4,Zambia,Sth.Africa,Africa.Sth,488.5727695,40.56120989,1991,0.359513873,0.266978671,1991,0.888601001,0.642685785,0.52196286,0.008667579,2002,0.950791199,0.648229891,0.47671753,0.037077847,0.3635,0.0556,0.588,0.1885,4651.0403
375,708,Reducing carbon footprint without compromising grain security through relaxing cropping rotation system in the North China Plain,China,Asia,UMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,37.683333,116.616667,Reducing carbon footprint without compromising grain security through relaxing cropping rotation system in the North China Plain,China,Asia,326,708,293,37.683333,116.616667,Mix-Win,21.05437469,21.09456444,21.07446957,708,0.788,0.647454545,0.482,59.8,65.1,70.9,China,Asia,Asia.ChJap,1153.704253,31.42462,1990,0.283498003,0.139730602,1990,0.990389786,0.731829127,0.563093646,0.0478549,1999,0.933926846,0.58976639,0.413681538,0.038184034,0.3682,0.2146,0.3085,0.0821,3045.1335
376,708,Reducing carbon footprint without compromising grain security through relaxing cropping rotation system in the North China Plain,China,Asia,UMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,37.683333,116.616667,Reducing carbon footprint without compromising grain security through relaxing cropping rotation system in the North China Plain,China,Asia,327,708,293,37.683333,116.616667,Mix-Win,21.05437469,21.09456444,21.07446957,708,0.788,0.647454545,0.482,59.8,65.1,70.9,China,Asia,Asia.ChJap,1153.704253,31.42462,1990,0.283498003,0.139730602,1990,0.990389786,0.731829127,0.563093646,0.0478549,1999,0.933926846,0.58976639,0.413681538,0.038184034,0.3682,0.2146,0.3085,0.0821,3045.1335
374,709,Optimization of Rice-Based Double-Cropping System with Conservation Practice Mitigates Carbon Emission While Ensuring Profitability,China,Asia,UMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,33.16,119.97,Optimization of Rice-Based Double-Cropping System with Conservation Practice Mitigates Carbon Emission While Ensuring Profitability,China,Asia,329,709,294,33.16,119.97,Mix-Win,20.38811493,23.54100227,21.9645586,709,0.788,0.647454545,0.482,59.8,65.1,70.9,China,Asia,Asia.ChJap,1153.704253,31.42462,1990,0.283498003,0.139730602,1990,0.990389786,0.731829127,0.563093646,0.0478549,1999,0.933926846,0.58976639,0.413681538,0.038184034,0.3682,0.2146,0.3085,0.0821,3045.1335
338,726,Crop diversification practice faces a tradeoff between increasing productivity and reducing carbon footprints,China,Asia,UMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,43.516667,124.8,Crop diversification practice faces a tradeoff between increasing productivity and reducing carbon footprints,China,Asia,338,726,311,43.516667,124.8,Mix-Win,46.34397507,46.34397507,46.34397507,726,0.788,0.647454545,0.482,59.8,65.1,70.9,China,Asia,Asia.ChJap,1153.704253,31.42462,1990,0.283498003,0.139730602,1990,0.990389786,0.731829127,0.563093646,0.0478549,1999,0.933926846,0.58976639,0.413681538,0.038184034,0.3682,0.2146,0.3085,0.0821,3045.1335
339,726,Crop diversification practice faces a tradeoff between increasing productivity and reducing carbon footprints,China,Asia,UMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,43.516667,124.8,Crop diversification practice faces a tradeoff between increasing productivity and reducing carbon footprints,China,Asia,339,726,311,43.516667,124.8,Mix-Win,46.34397507,46.34397507,46.34397507,726,0.788,0.647454545,0.482,59.8,65.1,70.9,China,Asia,Asia.ChJap,1153.704253,31.42462,1990,0.283498003,0.139730602,1990,0.990389786,0.731829127,0.563093646,0.0478549,1999,0.933926846,0.58976639,0.413681538,0.038184034,0.3682,0.2146,0.3085,0.0821,3045.1335
32,56,Sustainable alternative crop rotations to the irrigated rice-wheat cropping system of Indo-Gangetic plains of India,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,25.264155,82.993523,Sustainable alternative crop rotations to the irrigated rice-wheat cropping system of Indo-Gangetic plains of India,India,Asia,27,56,29,25.264155,82.993523,Mix-Win,38.46019745,38.46019745,38.46019745,56,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
170,367,Productivity and profitability of soybean based millets intercropping systems,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,15.826447,74.786961,Productivity and profitability of soybean based millets intercropping systems,India,Asia,144,367,136,15.826447,74.786961,Mix-Win,22.61461067,24.19113922,23.40287495,367,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
171,367,Productivity and profitability of soybean based millets intercropping systems,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,15.826447,74.786961,Productivity and profitability of soybean based millets intercropping systems,India,Asia,145,367,136,15.826447,74.786961,Mix-Win,22.61461067,24.19113922,23.40287495,367,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
172,367,Productivity and profitability of soybean based millets intercropping systems,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,15.826447,74.786961,Productivity and profitability of soybean based millets intercropping systems,India,Asia,146,367,136,15.826447,74.786961,Mix-Win,22.61461067,24.19113922,23.40287495,367,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
198,410,"Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,29.074154,77.707275,"Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity",India,Asia,161,410,154,29.074154,77.707275,Mix-Win,34.84070587,40.84070587,37.84070587,410,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
199,410,"Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,29.074154,77.707275,"Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity",India,Asia,162,410,154,29.074154,77.707275,Mix-Win,34.84070587,40.84070587,37.84070587,410,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
200,410,"Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,29.074154,77.707275,"Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity",India,Asia,163,410,154,29.074154,77.707275,Mix-Win,34.84070587,40.84070587,37.84070587,410,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
300,546,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,29.15017,75.704463,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,India,Asia,261,546,221,29.15017,75.704463,Mix-Win,45,38,41.5,546,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
301,546,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,29.15017,75.704463,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,India,Asia,262,546,221,29.15017,75.704463,Mix-Win,45,38,41.5,546,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
302,546,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,29.15017,75.704463,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,India,Asia,263,546,221,29.15017,75.704463,Mix-Win,45,38,41.5,546,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
303,546,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,29.15017,75.704463,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,India,Asia,264,546,221,29.15017,75.704463,Mix-Win,45,38,41.5,546,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
307,563,"Land, biological and economic evaluation of intercropping systems involving barley (Hordeum vulgare), Indian mustard (Brassica juncea) and chickpea (Cicer arietinum) under different spatial arrangements",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,29.15017,75.704463,"Land, biological and economic evaluation of intercropping systems involving barley (Hordeum vulgare), Indian mustard (Brassica juncea) and chickpea (Cicer arietinum) under different spatial arrangements",India,Asia,267,563,230,29.15017,75.704463,Mix-Win,45,38,41.5,563,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
343,613,"Impact of cropping system, fertility level and moisture-conservation practice on productivity, nutrient uptake, water use and profitability of pearlmillet (Pennisetum glaucum) under rainfed conditions",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Mix-Win,positive,28.066667,77.016667,"Impact of cropping system, fertility level and moisture-conservation practice on productivity, nutrient uptake, water use and profitability of pearlmillet (Pennisetum glaucum) under rainfed conditions",India,Asia,299,613,251,28.066667,77.016667,Mix-Win,18.87440109,26.73987389,22.80713749,613,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
17,39,Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,Thailand,Asia,UMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Mix-Win,positive,"Rang Nok: 16.433188169497235, 100.21447888114231
Nong Lum: 16.576861342419285, 100.14534533460767
Nong Phra: 16.3404858366116, 100.57080791937308
Thai Thung: 16.100261116586402, 100.58160647078934
Ho Krai: 16.059450700410665, 100.38405830054218
Thap Man: 16.203954673105923, 100.29705799127257
Pho Sai Ngam: 16.119689051311894, 100.13036204428496
Thung Yai: 16.289655383967098, 100.07130045946944","Rang Nok: 16.433188169497235, 100.21447888114231
Nong Lum: 16.576861342419285, 100.14534533460767
Nong Phra: 16.3404858366116, 100.57080791937308
Thai Thung: 16.100261116586402, 100.58160647078934
Ho Krai: 16.059450700410665, 100.38405830054218
Thap Man: 16.203954673105923, 100.29705799127257
Pho Sai Ngam: 16.119689051311894, 100.13036204428496
Thung Yai: 16.289655383967098, 100.07130045946944",Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,Thailand,Asia,15,39,23,16.23455856,100.2991131,Mix-Win,23.1009407,31.5464077,27.3236742,39,0.803,0.709939394,0.581,66.2,70.3,74.7,Thailand,Asia,Asia.SE,55.2284095,23.37092,1990,0.025394286,0.008075929,1990,0.729612072,0.353233351,0.202720464,0.034641812,2000,0.598660734,0.237632888,0.118875785,0.035955665,0.44530001,0.0956,0.5706,0.2347,10744.7395
18,39,Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,Thailand,Asia,UMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Mix-Win,positive,"Rang Nok: 16.433188169497235, 100.21447888114231
Nong Lum: 16.576861342419285, 100.14534533460767
Nong Phra: 16.3404858366116, 100.57080791937308
Thai Thung: 16.100261116586402, 100.58160647078934
Ho Krai: 16.059450700410665, 100.38405830054218
Thap Man: 16.203954673105923, 100.29705799127257
Pho Sai Ngam: 16.119689051311894, 100.13036204428496
Thung Yai: 16.289655383967098, 100.07130045946944","Rang Nok: 16.433188169497235, 100.21447888114231
Nong Lum: 16.576861342419285, 100.14534533460767
Nong Phra: 16.3404858366116, 100.57080791937308
Thai Thung: 16.100261116586402, 100.58160647078934
Ho Krai: 16.059450700410665, 100.38405830054218
Thap Man: 16.203954673105923, 100.29705799127257
Pho Sai Ngam: 16.119689051311894, 100.13036204428496
Thung Yai: 16.289655383967098, 100.07130045946944",Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,Thailand,Asia,16,39,23,16.23455856,100.2991131,Mix-Win,23.1009407,31.5464077,27.3236742,39,0.803,0.709939394,0.581,66.2,70.3,74.7,Thailand,Asia,Asia.SE,55.2284095,23.37092,1990,0.025394286,0.008075929,1990,0.729612072,0.353233351,0.202720464,0.034641812,2000,0.598660734,0.237632888,0.118875785,0.035955665,0.44530001,0.0956,0.5706,0.2347,10744.7395
19,39,Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,Thailand,Asia,UMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Mix-Win,positive,"Rang Nok: 16.433188169497235, 100.21447888114231
Nong Lum: 16.576861342419285, 100.14534533460767
Nong Phra: 16.3404858366116, 100.57080791937308
Thai Thung: 16.100261116586402, 100.58160647078934
Ho Krai: 16.059450700410665, 100.38405830054218
Thap Man: 16.203954673105923, 100.29705799127257
Pho Sai Ngam: 16.119689051311894, 100.13036204428496
Thung Yai: 16.289655383967098, 100.07130045946944","Rang Nok: 16.433188169497235, 100.21447888114231
Nong Lum: 16.576861342419285, 100.14534533460767
Nong Phra: 16.3404858366116, 100.57080791937308
Thai Thung: 16.100261116586402, 100.58160647078934
Ho Krai: 16.059450700410665, 100.38405830054218
Thap Man: 16.203954673105923, 100.29705799127257
Pho Sai Ngam: 16.119689051311894, 100.13036204428496
Thung Yai: 16.289655383967098, 100.07130045946944",Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,Thailand,Asia,17,39,23,16.23455856,100.2991131,Mix-Win,23.1009407,31.5464077,27.3236742,39,0.803,0.709939394,0.581,66.2,70.3,74.7,Thailand,Asia,Asia.SE,55.2284095,23.37092,1990,0.025394286,0.008075929,1990,0.729612072,0.353233351,0.202720464,0.034641812,2000,0.598660734,0.237632888,0.118875785,0.035955665,0.44530001,0.0956,0.5706,0.2347,10744.7395
20,39,Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,Thailand,Asia,UMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Mix-Win,positive,"Rang Nok: 16.433188169497235, 100.21447888114231
Nong Lum: 16.576861342419285, 100.14534533460767
Nong Phra: 16.3404858366116, 100.57080791937308
Thai Thung: 16.100261116586402, 100.58160647078934
Ho Krai: 16.059450700410665, 100.38405830054218
Thap Man: 16.203954673105923, 100.29705799127257
Pho Sai Ngam: 16.119689051311894, 100.13036204428496
Thung Yai: 16.289655383967098, 100.07130045946944","Rang Nok: 16.433188169497235, 100.21447888114231
Nong Lum: 16.576861342419285, 100.14534533460767
Nong Phra: 16.3404858366116, 100.57080791937308
Thai Thung: 16.100261116586402, 100.58160647078934
Ho Krai: 16.059450700410665, 100.38405830054218
Thap Man: 16.203954673105923, 100.29705799127257
Pho Sai Ngam: 16.119689051311894, 100.13036204428496
Thung Yai: 16.289655383967098, 100.07130045946944",Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,Thailand,Asia,18,39,23,16.23455856,100.2991131,Mix-Win,23.1009407,31.5464077,27.3236742,39,0.803,0.709939394,0.581,66.2,70.3,74.7,Thailand,Asia,Asia.SE,55.2284095,23.37092,1990,0.025394286,0.008075929,1990,0.729612072,0.353233351,0.202720464,0.034641812,2000,0.598660734,0.237632888,0.118875785,0.035955665,0.44530001,0.0956,0.5706,0.2347,10744.7395
